0,920000000000011927656
1,920000000000012487097
2,920000000000011846529
3,920000000000011751495
4,920000000000011862659
5,920000000000011712593
6,920000000000011724510
7,920000000000011783991
8,920000000000012054035
9,920000000000012084984
10,920000000000011729432
11,920000000000011921020
12,920000000000011827338
13,920000000000012085070
14,920000000000012003741
15,920000000000011720255
16,920000000000008717481
17,920000000000011825283
18,920000000000011789225
19,920000000000011782022
20,920000000000011811359
21,920000000000013806568
22,920000000000012707584
23,920000000000011986899
24,920000000000011721407
25,920000000000011719019
26,920000000000011719013
27,920000000000011718974
28,920000000000011718917
29,920000000000011718772
30,920000000000011718771
31,920000000000011718639
32,920000000000011718484
33,920000000000011718280
34,920000000000011718273
35,920000000000011719044
36,920000000000011731922
37,920000000000011827851
38,920000000000011737416
39,920000000000011853564
40,920000000000011724090
41,920000000000011722873
42,920000000000011747065
43,920000000000011719314
44,920000000000011719838
45,920000000000011846177
46,920000000000011719331
47,920000000000011830614
48,920000000000011714038
49,920000000000011742289
50,920000000000011726370
51,920000000000011731957
52,920000000000003666048
53,920000000000011852843
54,920000000000011773931
55,920000000000011729063
56,920000000000011783368
57,920000000000011731402
58,920000000000011729655
59,920000000000011738622
60,920000000000011729077
61,920000000000011747082
62,920000000000011800580
63,920000000000011719429
64,920000000000011595886
65,920000000000011674669
66,920000000000011903923
67,920000000000011756147
68,920000000000011791705
69,920000000000011814906
70,920000000000011810086
71,920000000000011782592
72,920000000000011867061
73,920000000000011809690
74,920000000000011795678
75,920000000000011795683
76,920000000000011814393
77,920000000000011794391
78,920000000000011649024
79,920000000000011650839
80,920000000000011803150
81,920000000000011731786
82,920000000000011738856
83,920000000000011791822
84,920000000000011774326
85,920000000000011731195
86,920000000000011719282
87,920000000000011747123
88,920000000000011742465
89,920000000000011803089
90,920000000000011817861
91,920000000000011809625
92,920000000000011742487
93,920000000000011729102
94,920000000000011719424
95,920000000000011808974
96,920000000000011739661
97,920000000000011731954
98,920000000000011798049
99,920000000000011749011
100,920000000000011747000
101,920000000000011778270
102,920000000000011726183
103,920000000000011737305
104,920000000000011727851
105,920000000000011852936
106,920000000000011719289
107,920000000000011827232
108,920000000000011828343
109,920000000000011760766
110,920000000000011879533
111,920000000000011946547
112,920000000000011721296
113,920000000000011719431
114,920000000000011729111
115,920000000000011719426
116,920000000000011719428
117,920000000000011719445
118,920000000000011746724
119,920000000000011718775
120,920000000000012007482
121,920000000000011531712
122,920000000000011742529
123,920000000000011795643
124,920000000000011810810
125,920000000000011742506
126,920000000000011721181
127,920000000000011782198
128,920000000000011790934
129,920000000000011817879
130,920000000000011805989
131,920000000000011784914
132,920000000000011727572
133,920000000000011795507
134,920000000000011896206
135,920000000000011738731
136,920000000000011795107
137,920000000000011732548
138,920000000000011742443
139,920000000000011738551
140,920000000000011811361
141,920000000000011813927
142,920000000000011791780
143,920000000000011803188
144,920000000000011719962
145,920000000000011800961
146,920000000000011760288
147,920000000000011718895
148,920000000000011773727
149,920000000000011903370
150,920000000000011774059
151,920000000000011719351
152,920000000000011719430
153,920000000000011727561
154,920000000000011718597
155,920000000000011851213
156,920000000000012037701
157,920000000000011731949
158,920000000000011869593
159,920000000000011724377
160,920000000000011784732
161,920000000000011787291
162,920000000000011903477
163,920000000000011829809
164,920000000000012714622
165,920000000000011719321
166,920000000000011735001
167,920000000000011740530
168,920000000000011723832
169,920000000000011789529
170,920000000000011619777
171,920000000000011745761
172,920000000000011836578
173,920000000000011773893
174,920000000000011719228
175,920000000000011720509
176,920000000000011850088
177,920000000000011853068
178,920000000000011781770
179,920000000000011790868
180,920000000000011827316
181,920000000000011903702
182,920000000000011803152
183,920000000000011809154
184,920000000000011737434
185,920000000000011734102
186,920000000000011735013
187,920000000000011900506
188,920000000000011802906
189,920000000000011719425
190,920000000000011737418
191,920000000000011774229
192,920000000000011738880
193,920000000000011719341
194,920000000000011803013
195,920000000000011738763
196,920000000000011773913
197,920000000000008268492
198,920000000000008203109
199,920000000000001519012
200,920000000000003742211
201,920000000000002786272
202,920000000000004034492
203,920000000000010298388
204,920000000000010235252
205,920000000000010224780
206,920000000000010827042
207,920000000000005986162
208,920000000000011817990
209,920000000000011795152
210,920000000000011781745
211,920000000000011729099
212,920000000000010189693
213,920000000000011883824
214,920000000000011740550
215,920000000000011827299
216,920000000000011190888
217,920000000000011794086
218,920000000000011791649
219,920000000000011727504
220,920000000000011810236
221,920000000000011698466
222,920000000000010922829
223,920000000000011778555
224,920000000000011778643
225,920000000000011745735
226,920000000000011933040
227,920000000000011741463
228,920000000000011464360
229,920000000000011067811
230,920000000000010924840
231,920000000000011870154
232,920000000000011807572
233,920000000000011773848
234,920000000000009122302
235,920000000000011720484
236,920000000000011850296
237,920000000000011834601
238,920000000000011774373
239,920000000000011718437
240,920000000000011719644
241,920000000000011739640
242,920000000000011739693
243,920000000000012127883
244,920000000000011831141
245,920000000000011719373
246,920000000000011817848
247,920000000000011635191
248,920000000000011723263
249,920000000000011731338
250,920000000000011928324
251,920000000000012091684
252,920000000000011801527
253,920000000000011730056
254,920000000000011727290
255,920000000000011719023
256,920000000000011802879
257,920000000000011807818
258,920000000000011797015
259,920000000000005635568
260,920000000000010374539
261,920000000000011913632
262,920000000000011760930
263,920000000000011788656
264,920000000000009076722
265,920000000000011789584
266,920000000000011857974
267,920000000000011794148
268,920000000000010657041
269,920000000000011774259
270,920000000000011803210
271,920000000000011778840
272,920000000000011718862
273,920000000000011811105
274,920000000000011773872
275,920000000000011788193
276,920000000000011800724
277,920000000000010934740
278,920000000000011817746
279,920000000000011718641
280,920000000000011741628
281,920000000000011774320
282,920000000000008562564
283,920000000000013413155
284,920000000000011720024
285,920000000000012475880
286,920000000000011901324
287,920000000000011716742
288,920000000000011716692
289,920000000000011716632
290,920000000000011716447
291,920000000000011716007
292,920000000000011715525
293,920000000000011715460
294,920000000000011715284
295,920000000000011810962
296,920000000000011714014
297,920000000000011716521
298,920000000000011727217
299,920000000000011725916
300,920000000000011817054
301,920000000000011713986
302,920000000000011714125
303,920000000000011798164
304,920000000000011807814
305,920000000000011717289
306,920000000000011734608
307,920000000000011716669
308,920000000000011731765
309,920000000000011908332
310,920000000000011773911
311,920000000000001179565
312,920000000000011727181
313,920000000000011727183
314,920000000000011714205
315,920000000000011716659
316,920000000000011740438
317,920000000000012493419
318,920000000000011567543
319,920000000000011667177
320,920000000000011840505
321,920000000000011836603
322,920000000000011669451
323,920000000000011671077
324,920000000000011669946
325,920000000000011752872
326,920000000000011843931
327,920000000000011790983
328,920000000000011757307
329,920000000000011921291
330,920000000000011756933
331,920000000000011716212
332,920000000000011769646
333,920000000000011730154
334,920000000000011714026
335,920000000000011818113
336,920000000000011790962
337,920000000000011701634
338,920000000000011716522
339,920000000000011838750
340,920000000000011908320
341,920000000000011778202
342,920000000000011830244
343,920000000000011716445
344,920000000000011754006
345,920000000000011701671
346,920000000000011716452
347,920000000000011716430
348,920000000000011814504
349,920000000000011718633
350,920000000000011747471
351,920000000000011750737
352,920000000000011747246
353,920000000000011733049
354,920000000000011733164
355,920000000000011678166
356,920000000000011678333
357,920000000000011770417
358,920000000000011722007
359,920000000000011732006
360,920000000000011752884
361,920000000000011724509
362,920000000000011735301
363,920000000000011718105
364,920000000000011827726
365,920000000000011716094
366,920000000000011750788
367,920000000000011729462
368,920000000000011750480
369,920000000000011714035
370,920000000000011716502
371,920000000000012099852
372,920000000000011767783
373,920000000000011665584
374,920000000000011665415
375,920000000000011811225
376,920000000000011774046
377,920000000000011781515
378,920000000000011503892
379,920000000000011716399
380,920000000000011716444
381,920000000000011716511
382,920000000000011756566
383,920000000000011767125
384,920000000000011778172
385,920000000000011827838
386,920000000000011687910
387,920000000000011818508
388,920000000000011886229
389,920000000000011740946
390,920000000000011756857
391,920000000000011717358
392,920000000000011732987
393,920000000000011714065
394,920000000000011739743
395,920000000000011810773
396,920000000000011735321
397,920000000000011716181
398,920000000000011808403
399,920000000000011763002
400,920000000000011771801
401,920000000000011716248
402,920000000000011729079
403,920000000000011810882
404,920000000000011811161
405,920000000000011810943
406,920000000000011733957
407,920000000000011747215
408,920000000000011807265
409,920000000000011783054
410,920000000000011834940
411,920000000000011788706
412,920000000000011769088
413,920000000000011723438
414,920000000000011870194
415,920000000000011796504
416,920000000000011716381
417,920000000000011998575
418,920000000000012413244
419,920000000000012282961
420,920000000000011716911
421,920000000000011848409
422,920000000000011848439
423,920000000000011851224
424,920000000000011851417
425,920000000000011851630
426,920000000000011732525
427,920000000000011791747
428,920000000000011801117
429,920000000000011717734
430,920000000000011825154
431,920000000000011796568
432,920000000000011716109
433,920000000000011814824
434,920000000000011718627
435,920000000000008385882
436,920000000000008313367
437,920000000000008630830
438,920000000000011791855
439,920000000000010305277
440,920000000000010235149
441,920000000000010241155
442,920000000000010802696
443,920000000000009119648
444,920000000000010075176
445,920000000000011458228
446,920000000000009135908
447,920000000000011251075
448,920000000000002229237
449,920000000000011879161
450,920000000000013522639
451,920000000000009122281
452,920000000000011405345
453,920000000000011773057
454,920000000000011801131
455,920000000000010113703
456,920000000000010213143
457,920000000000011848168
458,920000000000011730504
459,920000000000011716143
460,920000000000011950388
461,920000000000012089190
462,920000000000011015606
463,920000000000011870208
464,920000000000011745442
465,920000000000011716266
466,920000000000012124158
467,920000000000005800260
468,920000000000004105564
469,920000000000011336353
470,920000000000011723380
471,920000000000011719587
472,920000000000011720371
473,920000000000011720386
474,920000000000011741230
475,920000000000011765469
476,920000000000011287579
477,920000000000011122201
478,920000000000011117755
479,920000000000011767797
480,920000000000008731387
481,920000000000011807354
482,920000000000012495643
483,920000000000011399498
484,920000000000011757293
485,920000000000010333246
486,920000000000011827995
487,920000000000011851114
488,920000000000011824828
489,920000000000011827973
490,920000000000011716165
491,920000000000011717022
492,920000000000011653057
493,920000000000011716971
494,920000000000011810908
495,920000000000011788555
496,920000000000011715990
497,920000000000011718025
498,920000000000011752891
499,920000000000011753938
500,920000000000011924532
501,920000000000011747435
502,920000000000011757093
503,920000000000011716084
504,920000000000011747281
505,920000000000012448377
506,920000000000012255677
507,920000000000011747324
508,920000000000011715694
509,920000000000011732756
510,920000000000011850575
511,920000000000011738267
512,920000000000011860822
513,920000000000011811382
514,920000000000011752936
515,920000000000011803245
516,920000000000011635292
517,920000000000011730177
518,920000000000011716555
519,920000000000011791925
520,920000000000011791832
521,920000000000011801825
522,920000000000011747417
523,920000000000012018230
524,920000000000011814283
525,920000000000011716265
526,920000000000011716827
527,920000000000011715094
528,920000000000011721531
529,920000000000010318997
530,920000000000011719574
531,920000000000011734901
532,920000000000011755864
533,920000000000011753505
534,920000000000011714740
535,920000000000011714036
536,920000000000011713839
537,920000000000011713701
538,920000000000011713657
539,920000000000011717336
540,920000000000011726129
541,920000000000011718863
542,920000000000011815191
543,920000000000011784262
544,920000000000011736334
545,920000000000011705778
546,920000000000011714166
547,920000000000011714184
548,920000000000011716243
549,920000000000011718022
550,920000000000011718855
551,920000000000011718909
552,920000000000011718919
